name,ensembl_id,description,biotype,species,external_url
PIP4K2A,ENSG00000150867,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8997],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000150867
PIP4K2B,ENSG00000276293,phosphatidylinositol-5-phosphate 4-kinase type 2 beta [Source:HGNC Symbol;Acc:HGNC:8998],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000276293
PIP4K2C,ENSG00000166908,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma [Source:HGNC Symbol;Acc:HGNC:23786],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000166908
PIP4P1,ENSG00000165782,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:19299]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000165782
PIP4P2,ENSG00000155099,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:25452]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000155099
PIP5K1A,ENSG00000143398,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha [Source:HGNC Symbol;Acc:HGNC:8994],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000143398
PIP5K1B,ENSG00000107242,phosphatidylinositol-4-phosphate 5-kinase type 1 beta [Source:HGNC Symbol;Acc:HGNC:8995],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000107242
PIP5KL1,ENSG00000167103,phosphatidylinositol-4-phosphate 5-kinase like 1 [Source:HGNC Symbol;Acc:HGNC:28711],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000167103
PIPOX,ENSG00000179761,pipecolic acid and sarcosine oxidase [Source:HGNC Symbol;Acc:HGNC:17804],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000179761
PIPSL,ENSG00000180764,PIP5K1A and PSMD4 like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:23733],transcribed_processed_pseudogene,homo_sapiens,https://www.ensembl.org/id/ENSG00000180764
PISD,ENSG00000241878,phosphatidylserine decarboxylase [Source:HGNC Symbol;Acc:HGNC:8999],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000241878
PITHD1,ENSG00000057757,PITH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25022],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000057757
PITPNA,ENSG00000174238,phosphatidylinositol transfer protein alpha [Source:HGNC Symbol;Acc:HGNC:9001],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000174238
PITPNB,ENSG00000180957,phosphatidylinositol transfer protein beta [Source:HGNC Symbol;Acc:HGNC:9002],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000180957
PITPNC1,ENSG00000154217,phosphatidylinositol transfer protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:21045],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000154217
PITPNM3,ENSG00000091622,PITPNM family member 3 [Source:HGNC Symbol;Acc:HGNC:21043],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000091622
PITRM1,ENSG00000107959,pitrilysin metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17663],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000107959
PITX1,ENSG00000069011,paired like homeodomain 1 [Source:HGNC Symbol;Acc:HGNC:9004],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000069011
PITX2,ENSG00000164093,paired like homeodomain 2 [Source:HGNC Symbol;Acc:HGNC:9005],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000164093
PIWIL1,ENSG00000125207,piwi like RNA-mediated gene silencing 1 [Source:HGNC Symbol;Acc:HGNC:9007],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000125207
PIWIL2,ENSG00000197181,piwi like RNA-mediated gene silencing 2 [Source:HGNC Symbol;Acc:HGNC:17644],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000197181
PIWIL4,ENSG00000134627,piwi like RNA-mediated gene silencing 4 [Source:HGNC Symbol;Acc:HGNC:18444],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000134627
PJA1,ENSG00000181191,praja ring finger ubiquitin ligase 1 [Source:HGNC Symbol;Acc:HGNC:16648],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000181191
PJA2,ENSG00000198961,praja ring finger ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:17481],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000198961
PJVK,ENSG00000204311,pejvakin [Source:HGNC Symbol;Acc:HGNC:29502],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000204311
PKD1L2,ENSG00000166473,polycystin 1 like 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:21715],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000166473
PKD2,ENSG00000118762,"polycystin 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9009]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000118762
PKD2L1,ENSG00000107593,"polycystin 2 like 1, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9011]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000107593
PKD2L2,ENSG00000078795,"polycystin 2 like 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9012]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000078795
PKDCC,ENSG00000162878,"protein kinase domain containing, cytoplasmic [Source:HGNC Symbol;Acc:HGNC:25123]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000162878
PKIG,ENSG00000168734,cAMP-dependent protein kinase inhibitor gamma [Source:HGNC Symbol;Acc:HGNC:9019],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000168734
PKLR,ENSG00000143627,pyruvate kinase L/R [Source:HGNC Symbol;Acc:HGNC:9020],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000143627
PKM,ENSG00000067225,pyruvate kinase M1/2 [Source:HGNC Symbol;Acc:HGNC:9021],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000067225
PKMYT1,ENSG00000127564,"protein kinase, membrane associated tyrosine/threonine 1 [Source:HGNC Symbol;Acc:HGNC:29650]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000127564
PKN2,ENSG00000065243,protein kinase N2 [Source:HGNC Symbol;Acc:HGNC:9406],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000065243
PKNOX1,ENSG00000160199,PBX/knotted 1 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9022],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000160199
PKP2,ENSG00000057294,plakophilin 2 [Source:HGNC Symbol;Acc:HGNC:9024],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000057294
PKP3,ENSG00000184363,plakophilin 3 [Source:HGNC Symbol;Acc:HGNC:9025],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000184363
PLA1A,ENSG00000144837,phospholipase A1 member A [Source:HGNC Symbol;Acc:HGNC:17661],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000144837
PLA2G12A,ENSG00000123739,phospholipase A2 group XIIA [Source:HGNC Symbol;Acc:HGNC:18554],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000123739
PLA2G12B,ENSG00000138308,phospholipase A2 group XIIB [Source:HGNC Symbol;Acc:HGNC:18555],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000138308
PLA2G15,ENSG00000103066,phospholipase A2 group XV [Source:HGNC Symbol;Acc:HGNC:17163],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000103066
PLA2G1B,ENSG00000170890,phospholipase A2 group IB [Source:HGNC Symbol;Acc:HGNC:9030],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000170890
PLA2G2A,ENSG00000188257,phospholipase A2 group IIA [Source:HGNC Symbol;Acc:HGNC:9031],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000188257
PLA2G2D,ENSG00000117215,phospholipase A2 group IID [Source:HGNC Symbol;Acc:HGNC:9033],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000117215
PLA2G4D,ENSG00000159337,phospholipase A2 group IVD [Source:HGNC Symbol;Acc:HGNC:30038],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000159337
PLA2G5,ENSG00000127472,phospholipase A2 group V [Source:HGNC Symbol;Acc:HGNC:9038],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000127472
PLA2G7,ENSG00000146070,phospholipase A2 group VII [Source:HGNC Symbol;Acc:HGNC:9040],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000146070
PLAA,ENSG00000137055,phospholipase A2 activating protein [Source:HGNC Symbol;Acc:HGNC:9043],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000137055
PLAAT1,ENSG00000127252,phospholipase A and acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:14922],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000127252
PLAAT3,ENSG00000176485,phospholipase A and acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:17825],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000176485
PLAAT4,ENSG00000133321,phospholipase A and acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:9869],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000133321
PLAAT5,ENSG00000168004,phospholipase A and acyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:24978],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000168004
PLAC1,ENSG00000170965,placenta enriched 1 [Source:HGNC Symbol;Acc:HGNC:9044],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000170965
PLAC8L1,ENSG00000173261,PLAC8 like 1 [Source:HGNC Symbol;Acc:HGNC:31746],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000173261
PLAC9,ENSG00000189129,placenta associated 9 [Source:HGNC Symbol;Acc:HGNC:19255],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000189129
PLAT,ENSG00000104368,"plasminogen activator, tissue type [Source:HGNC Symbol;Acc:HGNC:9051]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000104368
PLAU,ENSG00000122861,"plasminogen activator, urokinase [Source:HGNC Symbol;Acc:HGNC:9052]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000122861
PLAUR,ENSG00000011422,"plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000011422
PLB1,ENSG00000163803,phospholipase B1 [Source:HGNC Symbol;Acc:HGNC:30041],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000163803
PLBD1,ENSG00000121316,phospholipase B domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26215],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000121316
PLCB1,ENSG00000182621,phospholipase C beta 1 [Source:HGNC Symbol;Acc:HGNC:15917],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000182621
PLCD4,ENSG00000115556,phospholipase C delta 4 [Source:HGNC Symbol;Acc:HGNC:9062],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000115556
PLCG2,ENSG00000197943,phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000197943
PLCL1,ENSG00000115896,phospholipase C like 1 (inactive) [Source:HGNC Symbol;Acc:HGNC:9063],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000115896
PLCL2,ENSG00000154822,phospholipase C like 2 [Source:HGNC Symbol;Acc:HGNC:9064],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000154822
PLCXD1,ENSG00000292344,phosphatidylinositol specific phospholipase C X domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23148],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000292344
PLCXD2,ENSG00000240891,phosphatidylinositol specific phospholipase C X domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26462],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000240891
PLCZ1,ENSG00000139151,phospholipase C zeta 1 [Source:HGNC Symbol;Acc:HGNC:19218],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000139151
PLD1,ENSG00000075651,phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:9067],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000075651
PLD3,ENSG00000105223,phospholipase D family member 3 [Source:HGNC Symbol;Acc:HGNC:17158],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000105223
PLD4,ENSG00000166428,phospholipase D family member 4 [Source:HGNC Symbol;Acc:HGNC:23792],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000166428
PLD5,ENSG00000180287,phospholipase D family member 5 [Source:HGNC Symbol;Acc:HGNC:26879],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000180287
PLD6,ENSG00000179598,phospholipase D family member 6 [Source:HGNC Symbol;Acc:HGNC:30447],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000179598
PLEK,ENSG00000115956,pleckstrin [Source:HGNC Symbol;Acc:HGNC:9070],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000115956
PLEKHA1,ENSG00000107679,pleckstrin homology domain containing A1 [Source:HGNC Symbol;Acc:HGNC:14335],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000107679
PLEKHA5,ENSG00000052126,pleckstrin homology domain containing A5 [Source:HGNC Symbol;Acc:HGNC:30036],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000052126
PLEKHA8,ENSG00000106086,pleckstrin homology domain containing A8 [Source:HGNC Symbol;Acc:HGNC:30037],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000106086
PLEKHB2,ENSG00000115762,pleckstrin homology domain containing B2 [Source:HGNC Symbol;Acc:HGNC:19236],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000115762
PLEKHF1,ENSG00000166289,pleckstrin homology and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20764],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000166289
PLEKHF2,ENSG00000175895,pleckstrin homology and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20757],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000175895
PLEKHG2,ENSG00000090924,pleckstrin homology and RhoGEF domain containing G2 [Source:HGNC Symbol;Acc:HGNC:29515],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000090924
PLEKHG3,ENSG00000126822,pleckstrin homology and RhoGEF domain containing G3 [Source:HGNC Symbol;Acc:HGNC:20364],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000126822
PLEKHG5,ENSG00000171680,pleckstrin homology and RhoGEF domain containing G5 [Source:HGNC Symbol;Acc:HGNC:29105],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000171680
PLEKHG6,ENSG00000008323,pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000008323
PLEKHG7,ENSG00000187510,pleckstrin homology and RhoGEF domain containing G7 [Source:HGNC Symbol;Acc:HGNC:33829],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000187510
PLEKHH2,ENSG00000152527,"pleckstrin homology, MyTH4 and FERM domain containing H2 [Source:HGNC Symbol;Acc:HGNC:30506]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000152527
PLEKHH3,ENSG00000068137,"pleckstrin homology, MyTH4 and FERM domain containing H3 [Source:HGNC Symbol;Acc:HGNC:26105]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000068137
PLEKHN1,ENSG00000187583,pleckstrin homology domain containing N1 [Source:HGNC Symbol;Acc:HGNC:25284],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000187583
PLEKHO1,ENSG00000023902,pleckstrin homology domain containing O1 [Source:HGNC Symbol;Acc:HGNC:24310],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000023902
PLEKHO2,ENSG00000241839,pleckstrin homology domain containing O2 [Source:HGNC Symbol;Acc:HGNC:30026],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000241839
PLEKHS1,ENSG00000148735,pleckstrin homology domain containing S1 [Source:HGNC Symbol;Acc:HGNC:26285],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000148735
PLGLB2,ENSG00000125551,plasminogen like B2 [Source:HGNC Symbol;Acc:HGNC:9073],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000125551
PLGRKT,ENSG00000107020,plasminogen receptor with a C-terminal lysine [Source:HGNC Symbol;Acc:HGNC:23633],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000107020
PLIN3,ENSG00000105355,perilipin 3 [Source:HGNC Symbol;Acc:HGNC:16893],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000105355
PLIN5,ENSG00000214456,perilipin 5 [Source:HGNC Symbol;Acc:HGNC:33196],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000214456
PLK1,ENSG00000166851,polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000166851
PLK2,ENSG00000145632,polo like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19699],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000145632
PLK4,ENSG00000142731,polo like kinase 4 [Source:HGNC Symbol;Acc:HGNC:11397],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000142731
PLK5,ENSG00000185988,polo like kinase 5 (inactive) [Source:HGNC Symbol;Acc:HGNC:27001],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000185988
PLLP,ENSG00000102934,plasmolipin [Source:HGNC Symbol;Acc:HGNC:18553],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000102934
PLN,ENSG00000198523,phospholamban [Source:HGNC Symbol;Acc:HGNC:9080],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000198523
PLOD3,ENSG00000106397,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 [Source:HGNC Symbol;Acc:HGNC:9083]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000106397
PLP1,ENSG00000123560,proteolipid protein 1 [Source:HGNC Symbol;Acc:HGNC:9086],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000123560
PLP2,ENSG00000102007,proteolipid protein 2 [Source:HGNC Symbol;Acc:HGNC:9087],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000102007
PLPBP,ENSG00000147471,pyridoxal phosphate binding protein [Source:HGNC Symbol;Acc:HGNC:9457],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000147471
PLPP1,ENSG00000067113,phospholipid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:9228],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000067113
PLPP2,ENSG00000141934,phospholipid phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:9230],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000141934
PLPP3,ENSG00000162407,phospholipid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:9229],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000162407
PLPP4,ENSG00000203805,phospholipid phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:23531],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000203805
PLPP5,ENSG00000147535,phospholipid phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:25026],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000147535
PLPP6,ENSG00000205808,phospholipid phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:23682],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000205808
PLPP7,ENSG00000160539,phospholipid phosphatase 7 (inactive) [Source:HGNC Symbol;Acc:HGNC:28174],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000160539
PLPPR1,ENSG00000148123,phospholipid phosphatase related 1 [Source:HGNC Symbol;Acc:HGNC:25993],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000148123
PLPPR2,ENSG00000105520,phospholipid phosphatase related 2 [Source:HGNC Symbol;Acc:HGNC:29566],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000105520
PLPPR5,ENSG00000117598,phospholipid phosphatase related 5 [Source:HGNC Symbol;Acc:HGNC:31703],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000117598
PLRG1,ENSG00000171566,pleiotropic regulator 1 [Source:HGNC Symbol;Acc:HGNC:9089],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000171566
PLS3,ENSG00000102024,plastin 3 [Source:HGNC Symbol;Acc:HGNC:9091],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000102024
PLSCR1,ENSG00000188313,phospholipid scramblase 1 [Source:HGNC Symbol;Acc:HGNC:9092],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000188313
PLSCR3,ENSG00000187838,phospholipid scramblase 3 [Source:HGNC Symbol;Acc:HGNC:16495],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000187838
PLSCR4,ENSG00000114698,phospholipid scramblase 4 [Source:HGNC Symbol;Acc:HGNC:16497],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000114698
PLSCR5,ENSG00000231213,phospholipid scramblase family member 5 [Source:HGNC Symbol;Acc:HGNC:19952],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000231213
PLTP,ENSG00000100979,phospholipid transfer protein [Source:HGNC Symbol;Acc:HGNC:9093],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000100979
PLVAP,ENSG00000130300,plasmalemma vesicle associated protein [Source:HGNC Symbol;Acc:HGNC:13635],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000130300
PLXDC2,ENSG00000120594,plexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21013],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000120594
PLXNA1,ENSG00000114554,plexin A1 [Source:HGNC Symbol;Acc:HGNC:9099],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000114554
PLXNA2,ENSG00000076356,plexin A2 [Source:HGNC Symbol;Acc:HGNC:9100],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000076356
PLXNA3,ENSG00000130827,plexin A3 [Source:HGNC Symbol;Acc:HGNC:9101],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000130827
PLXNA4,ENSG00000221866,plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000221866
PLXNB1,ENSG00000164050,plexin B1 [Source:HGNC Symbol;Acc:HGNC:9103],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000164050
PLXNB2,ENSG00000196576,plexin B2 [Source:HGNC Symbol;Acc:HGNC:9104],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000196576
PM20D2,ENSG00000146281,peptidase M20 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21408],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000146281
PMAIP1,ENSG00000141682,phorbol-12-myristate-13-acetate-induced protein 1 [Source:HGNC Symbol;Acc:HGNC:9108],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000141682
PMCH,ENSG00000183395,pro-melanin concentrating hormone [Source:HGNC Symbol;Acc:HGNC:9109],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000183395
PMEL,ENSG00000185664,premelanosome protein [Source:HGNC Symbol;Acc:HGNC:10880],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000185664
PMEPA1,ENSG00000124225,"prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:14107]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000124225
PMF1,ENSG00000160783,polyamine modulated factor 1 [Source:HGNC Symbol;Acc:HGNC:9112],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000160783
PMF1-BGLAP,ENSG00000260238,PMF1-BGLAP readthrough [Source:HGNC Symbol;Acc:HGNC:42953],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000260238
PML,ENSG00000140464,PML nuclear body scaffold [Source:HGNC Symbol;Acc:HGNC:9113],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000140464
PMM1,ENSG00000100417,phosphomannomutase 1 [Source:HGNC Symbol;Acc:HGNC:9114],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000100417
PMM2,ENSG00000140650,phosphomannomutase 2 [Source:HGNC Symbol;Acc:HGNC:9115],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000140650
PMP2,ENSG00000147588,peripheral myelin protein 2 [Source:HGNC Symbol;Acc:HGNC:9117],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000147588
PMP22,ENSG00000109099,peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000109099
PMPCA,ENSG00000165688,"peptidase, mitochondrial processing subunit alpha [Source:HGNC Symbol;Acc:HGNC:18667]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000165688
PMPCB,ENSG00000105819,"peptidase, mitochondrial processing subunit beta [Source:HGNC Symbol;Acc:HGNC:9119]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000105819
PMS1,ENSG00000064933,"PMS1 homolog 1, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9121]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000064933
PMS2,ENSG00000122512,"PMS1 homolog 2, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9122]",protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000122512
PMVK,ENSG00000163344,phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000163344
PNCK,ENSG00000130822,pregnancy up-regulated nonubiquitous CaM kinase [Source:HGNC Symbol;Acc:HGNC:13415],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000130822
PNKD,ENSG00000127838,PNKD metallo-beta-lactamase domain containing [Source:HGNC Symbol;Acc:HGNC:9153],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000127838
PNKP,ENSG00000039650,polynucleotide kinase 3'-phosphatase [Source:HGNC Symbol;Acc:HGNC:9154],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000039650
PNLDC1,ENSG00000146453,PARN like ribonuclease domain containing exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:21185],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000146453
PNLIP,ENSG00000175535,pancreatic lipase [Source:HGNC Symbol;Acc:HGNC:9155],protein_coding,homo_sapiens,https://www.ensembl.org/id/ENSG00000175535
