Metadata_JCP2022,Metadata_broad_sample,Metadata_Name,Metadata_Vector,Metadata_Transcript,l,Metadata_NCBI_Gene_ID,Metadata_Taxon_ID,Metadata_Gene_Description,Metadata_Prot_Match,Metadata_Insert_Length,Metadata_pert_type
JCP2022_907768,ccsbBroad304_08310,ORF004954.1_TRC304.1,pLX_304,NM_016485.5,VTA1,51534,9606,vesicle trafficking 1,100,921,trt
JCP2022_907769,ccsbBroad304_08311,ORF007326.1_TRC304.1,pLX_304,NM_016498.5,MTFP1,51537,9606,mitochondrial fission process 1,100,498,trt
JCP2022_907770,ccsbBroad304_08312,ORF005211.1_TRC304.1,pLX_304,NM_016510.7,SCLY,51540,9606,selenocysteine lyase,99.7,1335,trt
JCP2022_907771,ccsbBroad304_08313,ORF000024.1_TRC304.1,pLX_304,NM_016535.4,ZNF581,51545,9606,zinc finger protein 581,100,591,trt
JCP2022_907772,ccsbBroad304_08314,ORF003845.1_TRC304.1,pLX_304,NM_016538.3,SIRT7,51547,9606,sirtuin 7,99.7,1200,trt
JCP2022_907773,ccsbBroad304_08315,ORF002981.1_TRC304.1,pLX_304,NM_032630.3,CINP,51550,9606,cyclin dependent kinase 2 interacting protein,100,636,trt
JCP2022_907774,ccsbBroad304_08316,ORF003450.1_TRC304.1,pLX_304,NM_016322.4,RAB14,51552,9606,"RAB14, member RAS oncogene family",99.5,645,trt
JCP2022_907775,ccsbBroad304_08317,ORF010423.1_TRC304.1,pLX_304,NM_016577.4,RAB6B,51560,9606,"RAB6B, member RAS oncogene family",100,624,trt
JCP2022_907776,ccsbBroad304_08318,ORF013896.1_TRC304.1,pLX_304,NM_016584.3,IL23A,51561,9606,interleukin 23 subunit alpha,100,567,trt
JCP2022_907777,ccsbBroad304_08319,ORF001878.1_TRC304.1,pLX_304,NM_001144891.1,MBIP,51562,9606,MAP3K12 binding inhibitory protein 1,99.1,1029,trt
JCP2022_907778,ccsbBroad304_08320,ORF017381.1_TRC304.1,pLX_304,NM_016586.3,MBIP,51562,9606,MAP3K12 binding inhibitory protein 1,99.1,1032,trt
JCP2022_907779,ccsbBroad304_08321,ORF000006.1_TRC304.1,pLX_304,NM_016614.3,TDP2,51567,9606,tyrosyl-DNA phosphodiesterase 2,99.7,1086,trt
JCP2022_907780,ccsbBroad304_08322,ORF016194.1_TRC304.1,pLX_304,NM_016617.4,UFM1,51569,9606,ubiquitin fold modifier 1,100,255,trt
JCP2022_907781,ccsbBroad304_08323,ORF012830.1_TRC304.1,pLX_304,NM_001353249.1,FAM49B,51571,9606,family with sequence similarity 49 member B,99.6,972,trt
JCP2022_907782,ccsbBroad304_08324,ORF003766.1_TRC304.1,pLX_304,NM_015454.2,LARP7,51574,9606,"La ribonucleoprotein 7, transcriptional regulator",100,1746,trt
JCP2022_907783,ccsbBroad304_08325,ORF004197.1_TRC304.1,pLX_304,NM_001204830.1,LIPT1,51601,9606,lipoyltransferase 1,100,1119,trt
JCP2022_907784,ccsbBroad304_08326,ORF018471.1_TRC304.1,pLX_304,NM_015937.6,PIGT,51604,9606,phosphatidylinositol glycan anchor biosynthesis class T,100,1734,trt
JCP2022_907785,ccsbBroad304_08327,ORF003653.1_TRC304.1,pLX_304,NM_015966.3,ERGIC3,51614,9606,ERGIC and golgi 3,100,1149,trt
JCP2022_907786,ccsbBroad304_08328,ORF009351.1_TRC304.1,pLX_304,NM_015975.5,TAF9B,51616,9606,TATA-box binding protein associated factor 9b,99.6,753,trt
JCP2022_907787,ccsbBroad304_08330,ORF003373.1_TRC304.1,pLX_304,NM_015522.3,DYNC2LI1,51626,9606,dynein cytoplasmic 2 light intermediate chain 1,99,603,trt
JCP2022_907788,ccsbBroad304_08331,ORF014951.1_TRC304.1,pLX_304,NM_015522.3,DYNC2LI1,51626,9606,dynein cytoplasmic 2 light intermediate chain 1,99.5,603,trt
JCP2022_907789,ccsbBroad304_08332,ORF006924.1_TRC304.1,pLX_304,NM_016016.3,SLC25A39,51629,9606,solute carrier family 25 member 39,99.4,1053,trt
JCP2022_907790,ccsbBroad304_08333,ORF005839.1_TRC304.1,pLX_304,NM_016055.6,MRPL48,51642,9606,mitochondrial ribosomal protein L48,99,636,trt
JCP2022_907791,ccsbBroad304_08334,ORF003747.1_TRC304.1,pLX_304,NM_016408.4,CDK5RAP1,51654,9606,CDK5 regulatory subunit associated protein 1,100,1761,trt
JCP2022_907792,ccsbBroad304_08335,ORF010204.1_TRC304.1,pLX_304,NM_016095.3,GINS2,51659,9606,GINS complex subunit 2,100,555,trt
JCP2022_907793,ccsbBroad304_08336,ORF004841.1_TRC304.1,pLX_304,NM_001316935.1,HSPB11,51668,9606,heat shock protein family B (small) member 11,99.3,432,trt
JCP2022_907794,ccsbBroad304_08337,ORF009487.1_TRC304.1,pLX_304,NM_016233.2,PADI3,51702,9606,peptidyl arginine deiminase 3,100,1992,trt
JCP2022_907795,ccsbBroad304_08339,ORF005795.1_TRC304.1,pLX_304,NM_016308.3,CMPK1,51727,9606,cytidine/uridine monophosphate kinase 1,99.5,684,trt
JCP2022_907796,ccsbBroad304_08340,ORF006877.1_TRC304.1,pLX_304,NM_016310.5,POLR3K,51728,9606,RNA polymerase III subunit K,100,324,trt
JCP2022_907797,ccsbBroad304_08341,ORF004426.1_TRC304.1,pLX_304,NM_016327.3,UPB1,51733,9606,beta-ureidopropionase 1,99.7,1152,trt
JCP2022_907798,ccsbBroad304_08342,ORF009553.1_TRC304.1,pLX_304,NM_001164388.2,RAPGEF6,51735,9606,Rap guanine nucleotide exchange factor 6,100,4512,trt
JCP2022_907799,ccsbBroad304_08344,ORF011288.1_TRC304.1,pLX_304,NM_016446.3,TMEM8B,51754,9606,transmembrane protein 8B,99.7,1014,trt
JCP2022_907800,ccsbBroad304_08345,ORF001123.1_TRC304.1,pLX_304,NM_016524.4,SYT17,51760,9606,synaptotagmin 17,100,1422,trt
JCP2022_907801,ccsbBroad304_08346,ORF008404.1_TRC304.1,pLX_304,NM_017421.4,COQ3,51805,9606,"coenzyme Q3, methyltransferase",99.4,1107,trt
JCP2022_907802,ccsbBroad304_08347,ORF016034.1_TRC304.1,pLX_304,NM_017423.3,GALNT7,51809,9606,polypeptide N-acetylgalactosaminyltransferase 7,100,1971,trt
JCP2022_907803,ccsbBroad304_08348,ORF018223.1_TRC304.1,pLX_304,NM_001282226.2,ADA2,51816,9606,adenosine deaminase 2,99.8,1533,trt
JCP2022_907804,ccsbBroad304_08349,ORF003440.1_TRC304.1,pLX_304,NM_016930.4,STX18,53407,9606,syntaxin 18,100,1005,trt
JCP2022_907805,ccsbBroad304_08350,ORF013746.1_TRC304.1,pLX_304,NM_017429.3,BCO1,53630,9606,beta-carotene oxygenase 1,99.8,1641,trt
JCP2022_907806,ccsbBroad304_08351,ORF016000.1_TRC304.1,pLX_304,NM_001166215.2,S1PR5,53637,9606,sphingosine-1-phosphate receptor 5,100,1194,trt
JCP2022_907807,ccsbBroad304_08352,ORF006675.1_TRC304.1,pLX_304,NM_014432.3,IL20RA,53832,9606,interleukin 20 receptor subunit alpha,100,1659,trt
JCP2022_907808,ccsbBroad304_08353,ORF007294.1_TRC304.1,pLX_304,NM_023915.4,GPR87,53836,9606,G protein-coupled receptor 87,100,1074,trt
JCP2022_907809,ccsbBroad304_08354,ORF008981.1_TRC304.1,pLX_304,NM_022338.4,C11orf24,53838,9606,chromosome 11 open reading frame 24,99.7,1347,trt
JCP2022_907810,ccsbBroad304_08355,ORF013132.1_TRC304.1,pLX_304,NM_015946.5,PELO,53918,9606,pelota mRNA surveillance and ribosome rescue factor,99.7,1155,trt
JCP2022_907811,ccsbBroad304_08356,ORF002945.1_TRC304.1,pLX_304,NM_130906.3,PPIL3,53938,9606,peptidylprolyl isomerase like 3,99.3,483,trt
JCP2022_907812,ccsbBroad304_08357,ORF000775.1_TRC304.1,pLX_304,NM_031894.3,FTHL17,53940,9606,ferritin heavy chain like 17,100,549,trt
JCP2022_907813,ccsbBroad304_08359,ORF003331.1_TRC304.1,pLX_304,NM_001007246.2,BRWD1,54014,9606,bromodomain and WD repeat domain containing 1,99.1,360,trt
JCP2022_907814,ccsbBroad304_08360,ORF012996.1_TRC304.1,pLX_304,NM_001007259.2,SETD4,54093,9606,SET domain containing 4,99.6,921,trt
JCP2022_907815,ccsbBroad304_08361,ORF012995.1_TRC304.1,pLX_304,NM_058186.4,FAM3B,54097,9606,FAM3 metabolism regulating signaling molecule B,100,705,trt
JCP2022_907816,ccsbBroad304_08362,ORF008090.1_TRC304.1,pLX_304,NM_017447.4,C21orf91,54149,9606,chromosome 21 open reading frame 91,99.6,888,trt
JCP2022_907817,ccsbBroad304_08363,ORF013558.1_TRC304.1,pLX_304,NM_020640.4,DCUN1D1,54165,9606,defective in cullin neddylation 1 domain containing 1,99.2,777,trt
JCP2022_907818,ccsbBroad304_08364,ORF015594.1_TRC304.1,pLX_304,NM_018946.4,NANS,54187,9606,N-acetylneuraminate synthase,99.7,1077,trt
JCP2022_907819,ccsbBroad304_08365,ORF014658.1_TRC304.1,pLX_304,NM_018947.6,CYCS,54205,9606,"cytochrome c, somatic",99,315,trt
JCP2022_907820,ccsbBroad304_08366,ORF016564.1_TRC304.1,pLX_304,NM_018969.5,GPR173,54328,9606,G protein-coupled receptor 173,100,1119,trt
JCP2022_907821,ccsbBroad304_08367,ORF013188.1_TRC304.1,pLX_304,NM_018970.6,GPR85,54329,9606,G protein-coupled receptor 85,99.7,1110,trt
JCP2022_907822,ccsbBroad304_08368,ORF008501.1_TRC304.1,pLX_304,NM_018659.3,CYTL1,54360,9606,cytokine like 1,99.2,408,trt
JCP2022_907823,ccsbBroad304_08369,ORF008294.1_TRC304.1,pLX_304,NM_030761.5,WNT4,54361,9606,Wnt family member 4,100,1053,trt
JCP2022_907824,ccsbBroad304_08370,ORF000754.1_TRC304.1,pLX_304,NM_018975.4,TERF2IP,54386,9606,TERF2 interacting protein,99.7,1197,trt
JCP2022_907825,ccsbBroad304_08371,ORF011654.1_TRC304.1,pLX_304,NM_018977.4,NLGN3,54413,9606,neuroligin 3,99.5,2484,trt
JCP2022_907826,ccsbBroad304_08372,ORF011768.1_TRC304.1,pLX_304,NM_170601.5,SIAE,54414,9606,sialic acid acetylesterase,100,1569,trt
JCP2022_907827,ccsbBroad304_08373,ORF014345.1_TRC304.1,pLX_304,NM_018981.4,DNAJC10,54431,9606,DnaJ heat shock protein family (Hsp40) member C10,99.8,2379,trt
JCP2022_907828,ccsbBroad304_08374,ORF009017.1_TRC304.1,pLX_304,NM_032993.2,GAR1,54433,9606,GAR1 ribonucleoprotein,100,651,trt
JCP2022_907829,ccsbBroad304_08375,ORF016664.1_TRC304.1,pLX_304,NM_018984.4,SSH1,54434,9606,slingshot protein phosphatase 1,99.9,3147,trt
JCP2022_907830,ccsbBroad304_08376,ORF016916.1_TRC304.1,pLX_304,NM_018992.4,KCTD5,54442,9606,potassium channel tetramerization domain containing 5,100,702,trt
JCP2022_907831,ccsbBroad304_08377,ORF016981.1_TRC304.1,pLX_304,NM_024885.4,TAF7L,54457,9606,TATA-box binding protein associated factor 7 like,99.7,1386,trt
JCP2022_907832,ccsbBroad304_08378,ORF009258.1_TRC304.1,pLX_304,NM_019000.4,RETREG1,54463,9606,reticulophagy regulator 1,100,1068,trt
JCP2022_907833,ccsbBroad304_08379,ORF008137.1_TRC304.1,pLX_304,NM_019002.4,ETAA1,54465,9606,ETAA1 activator of ATR kinase,56.2,2778,trt
JCP2022_907834,ccsbBroad304_08380,ORF004126.1_TRC304.1,pLX_304,NM_019003.4,SPIN2A,54466,9606,spindlin family member 2A,99.6,774,trt
JCP2022_907835,ccsbBroad304_08381,ORF016289.1_TRC304.1,pLX_304,NM_001370077.1,MIOS,54468,9606,meiosis regulator for oocyte development,100,2625,trt
JCP2022_907836,ccsbBroad304_08382,ORF009231.1_TRC304.1,pLX_304,NM_019009.4,TOLLIP,54472,9606,toll interacting protein,100,822,trt
JCP2022_907837,ccsbBroad304_08383,ORF008641.1_TRC304.1,pLX_304,NM_018096.5,NLE1,54475,9606,notchless homolog 1,99.3,1455,trt
JCP2022_907838,ccsbBroad304_08384,ORF014280.1_TRC304.1,pLX_304,NM_019083.2,TRMT13,54482,9606,tRNA methyltransferase 13 homolog,99.7,1443,trt
JCP2022_907839,ccsbBroad304_08385,ORF011973.1_TRC304.1,pLX_304,NM_175840.3,SMOX,54498,9606,spermine oxidase,100,1506,trt
JCP2022_907840,ccsbBroad304_08386,ORF017336.1_TRC304.1,pLX_304,NM_175840.3,SMOX,54498,9606,spermine oxidase,100,1506,trt
JCP2022_907841,ccsbBroad304_08387,ORF014861.1_TRC304.1,pLX_304,NM_001098634.2,RBM47,54502,9606,RNA binding motif protein 47,99.8,1779,trt
JCP2022_907842,ccsbBroad304_08388,ORF014169.1_TRC304.1,pLX_304,NM_001348054.1,CPVL,54504,9606,carboxypeptidase vitellogenic like,99.7,1428,trt
JCP2022_907843,ccsbBroad304_08389,ORF013758.1_TRC304.1,pLX_304,NM_019030.4,DHX29,54505,9606,DExH-box helicase 29,99.9,4107,trt
JCP2022_907844,ccsbBroad304_08390,ORF013735.1_TRC304.1,pLX_304,NM_019041.7,MTRF1L,54516,9606,mitochondrial translational release factor 1 like,99.4,1140,trt
JCP2022_907845,ccsbBroad304_08391,ORF001159.1_TRC304.1,pLX_304,NM_019051.3,MRPL50,54534,9606,mitochondrial ribosomal protein L50,99.3,474,trt
JCP2022_907846,ccsbBroad304_08392,ORF001414.1_TRC304.1,pLX_304,NM_019053.6,EXOC6,54536,9606,exocyst complex component 6,99.7,2412,trt
JCP2022_907847,ccsbBroad304_08393,ORF001593.1_TRC304.1,pLX_304,NM_019060.3,CRCT1,54544,9606,cysteine rich C-terminal 1,100,297,trt
JCP2022_907848,ccsbBroad304_08394,ORF013616.1_TRC304.1,pLX_304,NM_001072.4,UGT1A6,54578,9606,UDP glucuronosyltransferase family 1 member A6,99.8,1596,trt
JCP2022_907849,ccsbBroad304_08395,ORF000069.1_TRC304.1,pLX_304,NM_020347.4,LZTFL1,54585,9606,leucine zipper transcription factor like 1,98.9,897,trt
JCP2022_907850,ccsbBroad304_08396,ORF013377.1_TRC304.1,pLX_304,NM_019079.5,L1TD1,54596,9606,LINE1 type transposase domain containing 1,99.5,2595,trt
JCP2022_907851,ccsbBroad304_08397,ORF010947.1_TRC304.1,pLX_304,NM_019087.3,ARL15,54622,9606,ADP ribosylation factor like GTPase 15,100,612,trt
JCP2022_907852,ccsbBroad304_08398,ORF002843.1_TRC304.1,pLX_304,NM_007120.3,UGT1A4,54657,9606,UDP glucuronosyltransferase family 1 member A4,100,1602,trt
JCP2022_907853,ccsbBroad304_08399,ORF010362.1_TRC304.1,pLX_304,NM_018374.4,TMEM106B,54664,9606,transmembrane protein 106B,99.6,822,trt
JCP2022_907854,ccsbBroad304_08400,ORF004138.1_TRC304.1,pLX_304,NM_018374.4,TMEM106B,54664,9606,transmembrane protein 106B,99.6,822,trt
JCP2022_907855,ccsbBroad304_08401,ORF017235.1_TRC304.1,pLX_304,NM_001099660.1,LRRN3,54674,9606,leucine rich repeat neuronal 3,99.7,2124,trt
JCP2022_907856,ccsbBroad304_08402,ORF012721.1_TRC304.1,pLX_304,NM_019096.5,GTPBP2,54676,9606,GTP binding protein 2,78.4,1806,trt
JCP2022_907857,ccsbBroad304_08403,ORF014999.1_TRC304.1,pLX_304,NM_018050.4,MANSC1,54682,9606,MANSC domain containing 1,99.7,1293,trt
JCP2022_907858,ccsbBroad304_08404,ORF012427.1_TRC304.1,pLX_304,NM_018066.4,GPN2,54707,9606,GPN-loop GTPase 2,99.3,930,trt
JCP2022_907859,ccsbBroad304_08405,ORF007276.1_TRC304.1,pLX_304,NM_018066.4,GPN2,54707,9606,GPN-loop GTPase 2,99.6,930,trt
JCP2022_907860,ccsbBroad304_08406,ORF006122.1_TRC304.1,pLX_304,NM_020208.4,SLC6A20,54716,9606,solute carrier family 6 member 20,100,1776,trt
JCP2022_907861,ccsbBroad304_08407,ORF013699.1_TRC304.1,pLX_304,NM_001350151.2,FBLIM1,54751,9606,filamin binding LIM protein 1,99.7,1119,trt
JCP2022_907862,ccsbBroad304_08408,ORF007354.1_TRC304.1,pLX_304,NM_017583.6,TRIM44,54765,9606,tripartite motif containing 44,100,1032,trt
JCP2022_907863,ccsbBroad304_08410,ORF007037.1_TRC304.1,pLX_304,NM_017653.6,DYM,54808,9606,dymeclin,99.8,2007,trt
JCP2022_907864,ccsbBroad304_08411,ORF017614.1_TRC304.1,pLX_304,NM_017655.6,GIPC2,54810,9606,GIPC PDZ domain containing family member 2,99.6,945,trt
JCP2022_907865,ccsbBroad304_08412,ORF007443.1_TRC304.1,pLX_304,NM_001163377.2,QPCTL,54814,9606,glutaminyl-peptide cyclotransferase like,100,864,trt
JCP2022_907866,ccsbBroad304_08413,ORF000106.1_TRC304.1,pLX_304,NM_017665.4,ZCCHC10,54819,9606,zinc finger CCHC-type containing 10,100,510,trt
JCP2022_907867,ccsbBroad304_08414,ORF015615.1_TRC304.1,pLX_304,NM_001105518.1,SWT1,54823,9606,SWT1 RNA endoribonuclease homolog,99.5,2700,trt
JCP2022_907868,ccsbBroad304_08415,ORF000070.1_TRC304.1,pLX_304,NM_001171976.1,CDHR2,54825,9606,cadherin related family member 2,99.8,3930,trt
JCP2022_907869,ccsbBroad304_08416,ORF001906.1_TRC304.1,pLX_304,NM_206929.3,SYTL2,54843,9606,synaptotagmin like 2,99.7,1128,trt
JCP2022_907870,ccsbBroad304_08417,ORF001527.1_TRC304.1,pLX_304,NM_017697.4,ESRP1,54845,9606,epithelial splicing regulatory protein 1,100,2043,trt
JCP2022_907871,ccsbBroad304_08418,ORF005483.1_TRC304.1,pLX_304,NM_017703.3,FBXL12,54850,9606,F-box and leucine rich repeat protein 12,100,978,trt
JCP2022_907872,ccsbBroad304_08419,ORF012182.1_TRC304.1,pLX_304,NM_001104554.1,PAQR5,54852,9606,progestin and adipoQ receptor family member 5,99.6,990,trt
JCP2022_907873,ccsbBroad304_08420,ORF015439.1_TRC304.1,pLX_304,NM_017706.4,WDR55,54853,9606,WD repeat domain 55,100,1149,trt
JCP2022_907874,ccsbBroad304_08421,ORF016321.1_TRC304.1,pLX_304,NM_017709.4,TENT5C,54855,9606,terminal nucleotidyltransferase 5C,100,1173,trt
JCP2022_907875,ccsbBroad304_08422,ORF003725.1_TRC304.1,pLX_304,NM_017711.3,GDPD2,54857,9606,glycerophosphodiester phosphodiesterase domain containing 2,100,1617,trt
JCP2022_907876,ccsbBroad304_08423,ORF004175.1_TRC304.1,pLX_304,NM_017716.3,MS4A12,54860,9606,membrane spanning 4-domains A12,100,801,trt
JCP2022_907877,ccsbBroad304_08425,ORF003303.1_TRC304.1,pLX_304,NM_017727.5,TMEM214,54867,9606,transmembrane protein 214,99.7,2067,trt
JCP2022_907878,ccsbBroad304_08426,ORF018325.1_TRC304.1,pLX_304,NM_017746.4,TEX10,54881,9606,testis expressed 10,99.7,2787,trt
JCP2022_907879,ccsbBroad304_08427,ORF006816.1_TRC304.1,pLX_304,NM_017978.3,ANKHD1,54882,9606,ankyrin repeat and KH domain containing 1,99.8,1848,trt
JCP2022_907880,ccsbBroad304_08428,ORF001807.1_TRC304.1,pLX_304,NM_017770.4,ELOVL2,54898,9606,ELOVL fatty acid elongase 2,99.6,888,trt
JCP2022_907881,ccsbBroad304_08429,ORF010453.1_TRC304.1,pLX_304,NM_017785.5,SPDL1,54908,9606,spindle apparatus coiled-coil protein 1,99.3,1815,trt
JCP2022_907882,ccsbBroad304_08430,ORF001134.1_TRC304.1,pLX_304,NM_017789.5,SEMA4C,54910,9606,semaphorin 4C,100,2499,trt
JCP2022_907883,ccsbBroad304_08431,ORF011576.1_TRC304.1,pLX_304,NM_017814.3,TMEM161A,54929,9606,transmembrane protein 161A,100,1437,trt
JCP2022_907884,ccsbBroad304_08432,ORF017573.1_TRC304.1,pLX_304,NM_017827.4,SARS2,54938,9606,"seryl-tRNA synthetase 2, mitochondrial",100,1554,trt
JCP2022_907885,ccsbBroad304_08433,ORF004358.1_TRC304.1,pLX_304,NM_001008485.1,SLC41A3,54946,9606,solute carrier family 41 member 3,100,1521,trt
JCP2022_907886,ccsbBroad304_08434,ORF013424.1_TRC304.1,pLX_304,NM_017860.5,C1orf56,54964,9606,chromosome 1 open reading frame 56,98.8,1023,trt
JCP2022_907887,ccsbBroad304_08435,ORF008151.1_TRC304.1,pLX_304,NM_017866.6,TMEM70,54968,9606,transmembrane protein 70,100,780,trt
JCP2022_907888,ccsbBroad304_08436,ORF013358.1_TRC304.1,pLX_304,NM_017867.3,HPF1,54969,9606,histone PARylation factor 1,99.7,1038,trt
JCP2022_907889,ccsbBroad304_08437,ORF006268.1_TRC304.1,pLX_304,NM_017869.4,BANP,54971,9606,BTG3 associated nuclear protein,100,1407,trt
JCP2022_907890,ccsbBroad304_08438,ORF001610.1_TRC304.1,pLX_304,NM_017875.4,SLC25A38,54977,9606,solute carrier family 25 member 38,100,912,trt
JCP2022_907891,ccsbBroad304_08439,ORF014559.1_TRC304.1,pLX_304,NM_017881.3,NMRK1,54981,9606,nicotinamide riboside kinase 1,100,597,trt
JCP2022_907892,ccsbBroad304_08440,ORF005043.1_TRC304.1,pLX_304,NM_017884.6,PINX1,54984,9606,PIN2 (TERF1) interacting telomerase inhibitor 1,99.3,984,trt
JCP2022_907893,ccsbBroad304_08441,ORF013972.1_TRC304.1,pLX_304,NM_001288666.1,HCFC1R1,54985,9606,host cell factor C1 regulator 1,99.1,357,trt
JCP2022_907894,ccsbBroad304_08442,ORF018185.1_TRC304.1,pLX_304,NM_017888.3,ACSM5,54988,9606,acyl-CoA synthetase medium chain family member 5,99.8,1737,trt
JCP2022_907895,ccsbBroad304_08443,ORF005207.1_TRC304.1,pLX_304,NM_014106.4,ZNF770,54989,9606,zinc finger protein 770,100,2073,trt
JCP2022_907896,ccsbBroad304_08444,ORF012533.1_TRC304.1,pLX_304,NM_017894.6,ZSCAN2,54993,9606,zinc finger and SCAN domain containing 2,99.3,450,trt
JCP2022_907897,ccsbBroad304_08445,ORF000865.1_TRC304.1,pLX_304,NM_017896.3,GID8,54994,9606,GID complex subunit 8 homolog,99.5,684,trt
JCP2022_907898,ccsbBroad304_08446,ORF012133.1_TRC304.1,pLX_304,NM_001317338.2,MTARC2,54996,9606,mitochondrial amidoxime reducing component 2,99.7,1005,trt
JCP2022_907899,ccsbBroad304_08447,ORF016294.1_TRC304.1,pLX_304,NM_017905.6,TMCO3,55002,9606,transmembrane and coiled-coil domains 3,99.8,2031,trt
JCP2022_907900,ccsbBroad304_08448,ORF004324.1_TRC304.1,pLX_304,NM_017909.4,RMND1,55005,9606,required for meiotic nuclear division 1 homolog,99.7,1347,trt
JCP2022_907901,ccsbBroad304_08449,ORF008020.1_TRC304.1,pLX_304,NM_017910.4,TRMT61B,55006,9606,tRNA methyltransferase 61B,100,1431,trt
JCP2022_907902,ccsbBroad304_08450,ORF011950.1_TRC304.1,pLX_304,NM_017910.4,TRMT61B,55006,9606,tRNA methyltransferase 61B,99.7,1431,trt
JCP2022_907903,ccsbBroad304_08451,ORF012757.1_TRC304.1,pLX_304,NM_001104595.2,FAM118A,55007,9606,family with sequence similarity 118 member A,99.4,1071,trt
JCP2022_907904,ccsbBroad304_08452,ORF003659.1_TRC304.1,pLX_304,NM_017916.3,PIH1D1,55011,9606,PIH1 domain containing 1,98.6,870,trt
JCP2022_907905,ccsbBroad304_08453,ORF001523.1_TRC304.1,pLX_304,NM_017917.3,PPP2R3C,55012,9606,protein phosphatase 2 regulatory subunit B''gamma,99.7,1359,trt
JCP2022_907906,ccsbBroad304_08454,ORF012942.1_TRC304.1,pLX_304,NM_001083907.3,BANK1,55024,9606,B cell scaffold protein with ankyrin repeats 1,99.8,2265,trt
JCP2022_907907,ccsbBroad304_08455,ORF011764.1_TRC304.1,pLX_304,NM_017938.3,TMEM255A,55026,9606,transmembrane protein 255A,99.7,1047,trt
JCP2022_907908,ccsbBroad304_08458,ORF002517.1_TRC304.1,pLX_304,NM_152231.1,FBXO34,55030,9606,F-box protein 34,99.7,2133,trt
JCP2022_907909,ccsbBroad304_08460,ORF015312.1_TRC304.1,pLX_304,NM_017947.4,MOCOS,55034,9606,molybdenum cofactor sulfurase,99.4,2664,trt
JCP2022_907910,ccsbBroad304_08461,ORF014514.1_TRC304.1,pLX_304,NM_145701.3,CDCA4,55038,9606,cell division cycle associated 4,99.5,723,trt
JCP2022_907911,ccsbBroad304_08462,ORF003473.1_TRC304.1,pLX_304,NM_017956.4,TRMT12,55039,9606,tRNA methyltransferase 12 homolog,99.7,1344,trt
JCP2022_907912,ccsbBroad304_08463,ORF004151.1_TRC304.1,pLX_304,NM_017971.4,MRPL20,55052,9606,mitochondrial ribosomal protein L20,99.3,447,trt
JCP2022_907913,ccsbBroad304_08464,ORF010397.1_TRC304.1,pLX_304,NM_017983.7,WIPI1,55062,9606,"WD repeat domain, phosphoinositide interacting 1",99.7,1338,trt
JCP2022_907914,ccsbBroad304_08465,ORF013716.1_TRC304.1,pLX_304,NM_001104577.1,SLC52A1,55065,9606,solute carrier family 52 member 1,99.5,1344,trt
JCP2022_907915,ccsbBroad304_08466,ORF018091.1_TRC304.1,pLX_304,NM_018015.6,RADX,55086,9606,"RPA1 related single stranded DNA binding protein, X-linked",99.8,2565,trt
JCP2022_907916,ccsbBroad304_08467,ORF003576.1_TRC304.1,pLX_304,NM_018018.5,SLC38A4,55089,9606,solute carrier family 38 member 4,100,1641,trt
JCP2022_907917,ccsbBroad304_08468,ORF012486.1_TRC304.1,pLX_304,NM_001136217.1,TMEM51,55092,9606,transmembrane protein 51,100,759,trt
JCP2022_907918,ccsbBroad304_08469,ORF006794.1_TRC304.1,pLX_304,NM_018024.3,WDYHV1,55093,9606,WDYHV motif containing 1,98,615,trt
JCP2022_907919,ccsbBroad304_08470,ORF005382.1_TRC304.1,pLX_304,NM_001289009.2,SLFN12,55106,9606,schlafen family member 12,99.6,1734,trt
JCP2022_907920,ccsbBroad304_08471,ORF008714.1_TRC304.1,pLX_304,NM_018046.5,AGGF1,55109,9606,angiogenic factor with G-patch and FHA domains 1,99.5,2142,trt
JCP2022_907921,ccsbBroad304_08472,ORF005062.1_TRC304.1,pLX_304,NM_018051.5,WDR60,55112,9606,WD repeat domain 60,99.8,3198,trt
JCP2022_907922,ccsbBroad304_08474,ORF017682.1_TRC304.1,pLX_304,NM_018088.3,FAM90A1,55138,9606,family with sequence similarity 90 member A1,98.7,1392,trt
JCP2022_907923,ccsbBroad304_08475,ORF009169.1_TRC304.1,pLX_304,NM_018097.3,HAUS2,55142,9606,HAUS augmin like complex subunit 2,99.5,705,trt
JCP2022_907924,ccsbBroad304_08476,ORF015085.1_TRC304.1,pLX_304,NM_018101.4,CDCA8,55143,9606,cell division cycle associated 8,99.6,840,trt
JCP2022_907925,ccsbBroad304_08478,ORF010835.1_TRC304.1,pLX_304,NM_018111.3,C19orf73,55150,9606,chromosome 19 open reading frame 73,99.2,387,trt
JCP2022_907926,ccsbBroad304_08479,ORF009826.1_TRC304.1,pLX_304,NM_001011722.2,ARHGEF10L,55160,9606,Rho guanine nucleotide exchange factor 10 like,99.9,3720,trt
JCP2022_907927,ccsbBroad304_08480,ORF005946.1_TRC304.1,pLX_304,NM_018129.4,PNPO,55163,9606,pyridoxamine 5'-phosphate oxidase,100,783,trt
JCP2022_907928,ccsbBroad304_08481,ORF000394.1_TRC304.1,pLX_304,NM_018131.5,CEP55,55165,9606,centrosomal protein 55,99.5,1392,trt
JCP2022_907929,ccsbBroad304_08482,ORF018251.1_TRC304.1,pLX_304,NM_018137.3,PRMT6,55170,9606,protein arginine methyltransferase 6,4.2,1125,trt
